question_type	question_text	required	page_number	option_text	option_values
radio	我经常跟随心灵而不是理智。	1	7	非常不符合, 不符合, 中性, 符合, 非常符合	1,2,3,4,5
radio	当我知道有工作要做时，我能够抵御诱惑。	1	7	非常不符合, 不符合, 中性, 符合, 非常符合	1,2,3,4,5
radio	我发现自己容易被当下的兴奋所卸卷。	1	7	非常不符合, 不符合, 中性, 符合, 非常符合	1,2,3,4,5
radio	今天的生活太复杂了，我更喜欢过去的简单生活。	1	7	非常不符合, 不符合, 中性, 符合, 非常符合	1,2,3,4,5
radio	我更喜欢自发的朋友，而不是可预测的朋友。	1	7	非常不符合, 不符合, 中性, 符合, 非常符合	1,2,3,4,5
radio	我喜欢定期重复的家庭仪式和传统。	1	7	非常不符合, 不符合, 中性, 符合, 非常符合	1,2,3,4,5
radio	我会想过去发生在我身上的不好的事情。	1	7	非常不符合, 不符合, 中性, 符合, 非常符合	1,2,3,4,5
radio	如果困难的、无趣的任务能帮助我取得进步，我会坚持工作。	1	8	非常不符合, 不符合, 中性, 符合, 非常符合	1,2,3,4,5
radio	把赚的钱花在今天的享乐上比为明天的安全而储蓄更好。	1	8	非常不符合, 不符合, 中性, 符合, 非常符合	1,2,3,4,5
radio	运气经常比辛勤工作更有效。	1	8	非常不符合, 不符合, 中性, 符合, 非常符合	1,2,3,4,5
radio	我会想在我的人生中错过的美好事物。	1	8	非常不符合, 不符合, 中性, 符合, 非常符合	1,2,3,4,5
radio	我希望我的亲密关系充满激情。	1	8	非常不符合, 不符合, 中性, 符合, 非常符合	1,2,3,4,5
radio	总有时间来赶上我的工作。	1	8	非常不符合, 不符合, 中性, 符合, 非常符合	5,4,3,2,1
instruction	恭喜您完成本次量表测试！点击<strong>完成</strong>继续。	0	9		
